tenure,MonthlyCharges,TotalCharges,is_new_customer,tenure_years,avg_monthly_spend,charge_increase,total_charges_per_month,total_services,has_multiple_services,has_premium_services,has_internet,has_fiber,contract_stability,is_electronic_payment,paperless_binary,gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,tenure_group_1-2yr,tenure_group_2-4yr,tenure_group_4yr+,Churn,churn_probability,Contract,risk_tier,priority,recommended_action,contact_channel,discount_percentage,intervention_cost,retention_value,estimated_roi
42,103.8,4327.5,2.025459076863734,-1.2734820737397738,0.819559663010947,-0.9112084173225576,0.8194490022172175,-0.180628605160207,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,Yes,0.942134494591898,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,249.12,959.11,2.85
17,64.7,1093.1,2.025459076863734,-1.192294286953811,0.5088415037362245,1.0974437691635277,0.5094886762791394,-0.180628605160207,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,Yes,0.9368886166228063,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,116.46000000000001,543.48,3.67
70,69.2,4872.35,2.025459076863734,-1.2328881803467924,0.6931238162847966,1.0974437691635277,0.6933215291626272,0.3021904809757259,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,No,0.9345628396412579,Two year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,62.28,1096.13,16.6
1,45.25,45.25,2.025459076863734,-1.2328881803467924,0.6394092408782621,1.0974437691635277,0.639737962178651,-0.180628605160207,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,Yes,0.9344867801566621,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,81.44999999999999,304.08,2.73
15,99.1,1426.4,2.025459076863734,-1.2734820737397738,1.245970753930513,-0.9112084173225576,1.2448200878130906,1.2678286532475918,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,Yes,0.9285981980316884,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,237.84,832.44,2.5
2,104.4,242.8,2.025459076863734,-1.2734820737397738,0.487355673573611,-0.9112084173225576,0.4880552494855492,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,Yes,0.9221480732827125,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,250.56000000000003,701.57,1.8
34,106.35,3549.25,2.025459076863734,-1.2734820737397738,0.3220800569381205,-0.9112084173225576,0.3231827356886992,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Yes,0.9190390494293686,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,255.24,982.67,2.85
6,19.7,113.5,2.025459076863734,-1.192294286953811,0.4790918927418365,-0.9112084173225576,0.4798116237957067,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Yes,0.9174146571901217,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,35.459999999999994,148.93,3.2
4,20.85,62.9,2.025459076863734,-1.2734820737397738,0.1931650759624376,-0.9112084173225576,0.1945821749271561,-1.146266777432073,-1.708251739750117,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Yes,0.9034357202816063,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,37.53,140.11,2.73
1,39.65,39.65,2.025459076863734,-1.2328881803467924,0.4443840132483835,-0.9112084173225576,0.4451883958983683,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Yes,0.8976081188322306,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,71.37,266.45,2.73
52,57.95,3042.25,2.025459076863734,-1.192294286953811,0.4779900552975999,1.0974437691635277,0.4787124737037277,-0.180628605160207,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,-1.212204140297958,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,No,0.8855082000805781,One year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,52.155,764.94,13.67
1,20.2,20.2,-0.4937152329675415,-0.7457614596310135,1.4752316450063148,-0.9112084173225576,1.473521817665578,1.2678286532475918,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,False,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,Yes,0.8748978884973132,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,36.36,135.74,2.73
10,79.85,887.35,2.025459076863734,-1.2734820737397738,0.5055359914035149,-0.9112084173225576,0.5061912260032025,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,Yes,0.8733685940543622,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,191.64,603.67,2.15
52,21.0,1107.2,2.025459076863734,-1.2734820737397738,-1.3075375230878166,-0.9112084173225576,-1.3024602503482412,-1.629085863568006,-1.708251739750117,-0.4391865225036929,0.5262537460021993,-0.883212887936492,-0.8263866847785358,1.404584944424416,0.8249435608710275,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Yes,0.8687309804368505,Two year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,18.9,332.64,16.6
64,54.6,3423.5,2.025459076863734,-1.2734820737397738,-1.3207595724186558,-0.9112084173225576,-1.315650051451989,-1.629085863568006,-1.708251739750117,-0.4391865225036929,0.5262537460021993,-0.883212887936492,-0.8263866847785358,1.404584944424416,0.8249435608710275,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Yes,0.8592544358146228,Two year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,49.14,864.86,16.6
1,29.95,29.95,2.025459076863734,-1.1111065001678475,0.0421031623575994,1.0974437691635277,0.0438886973168354,-1.146266777432073,-1.708251739750117,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,-1.212204140297958,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Yes,0.8560450528962722,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,53.91,201.26,2.73
6,20.7,112.75,2.025459076863734,-1.2734820737397738,0.3832320350932517,-0.9112084173225576,0.3841855657935335,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,-1.212204140297958,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,Yes,0.8544707256137758,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,37.26,156.49,3.2
22,84.15,1821.95,2.025459076863734,-1.1111065001678475,0.6780837351709674,-0.9112084173225576,0.6783181304071144,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,-1.212204140297958,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,No,0.8435807854668578,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,201.96000000000004,706.86,2.5
1,30.2,30.2,-0.4937152329675415,-0.7863553530239952,1.3150051076482598,-0.9112084173225576,1.3136860685759284,0.7850095671116588,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,Yes,0.8369625414448447,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,54.35999999999999,202.94,2.73
34,56.95,1889.5,-0.4937152329675415,-0.989324819988903,1.6135024064236847,-0.9112084173225576,1.6114553403688354,0.7850095671116588,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,False,False,No,0.8359417783930191,One year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,51.255,751.74,13.67
8,84.5,662.65,-0.4937152329675415,-1.070512606774866,0.4476895255810932,-0.9112084173225576,0.4484858461743051,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Yes,0.8346720965930444,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,202.8,638.82,2.15
49,103.7,5036.3,-0.4937152329675415,-0.8675431398099583,0.5845677862673949,1.0974437691635277,0.5850302644187872,-0.180628605160207,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,Yes,0.8238015843799446,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,248.88000000000002,958.19,2.85
61,101.05,5971.25,2.025459076863734,-1.192294286953811,0.0951015434253803,1.0974437691635277,0.0967578167410255,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,-1.212204140297958,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,No,0.8189417587229099,Two year,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,242.52,1600.63,5.6
2,49.25,97.0,-0.4937152329675415,-0.989324819988903,0.2423345719114964,1.0974437691635277,0.2436317477817193,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,No,0.8151965705057275,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,88.64999999999999,330.96,2.73
18,95.45,1752.55,-0.4937152329675415,-0.9487309265959214,0.4823974050745461,-0.9112084173225576,0.4831090740716435,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,Yes,0.7986329206757619,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,229.07999999999998,801.78,2.5
1,19.45,19.45,-0.4937152329675415,-0.9081370332029396,0.3055524952745714,-0.9112084173225576,0.3066954843090142,-1.146266777432073,-1.708251739750117,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Yes,0.7963997480441588,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,35.01,130.7,2.73
1,19.75,19.75,-0.4937152329675415,-0.2586347389152349,0.8494364090950551,1.0974437691635277,0.8492528797112637,-0.180628605160207,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,Yes,0.7949446108808481,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,35.55,132.72,2.73
37,76.5,2868.15,2.025459076863734,-1.2328881803467924,-1.3191068162523008,1.0974437691635277,-1.314001326314021,-1.629085863568006,-1.708251739750117,-0.4391865225036929,0.5262537460021993,-0.883212887936492,-0.8263866847785358,-0.711954092893819,0.8249435608710275,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,No,0.7856574446717649,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,183.60000000000002,706.86,2.85
35,62.15,2215.45,-0.4937152329675415,-1.070512606774866,0.0703102009300567,1.0974437691635277,0.072026939671498,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,No,0.7847595215142791,One year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,55.935,820.38,13.67
8,99.65,820.5,-0.4937152329675415,-0.4616042058801426,0.9958536540888034,1.0974437691635277,0.9953130169338572,0.7850095671116588,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,No,0.78140495654527,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,239.16000000000003,753.35,2.15
30,82.05,2570.2,-0.4937152329675415,-0.5021980992731242,0.7146096464474105,-0.9112084173225576,0.7147549559562179,-0.180628605160207,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,False,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,Yes,0.7809568639135521,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,196.92000000000002,758.14,2.85
36,31.05,1126.35,2.025459076863734,-1.192294286953811,-0.7781046311321284,1.0974437691635277,-0.7743186311523319,-1.146266777432073,-1.708251739750117,-0.4391865225036929,0.5262537460021993,-0.883212887936492,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,Yes,0.7786981468375124,Two year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,27.945,491.83,16.6
48,20.65,1057.0,2.025459076863734,-1.2734820737397738,-1.3124957915868811,-0.9112084173225576,-1.307406425762147,-1.629085863568006,-1.708251739750117,-0.4391865225036929,0.5262537460021993,-0.883212887936492,-0.8263866847785358,-0.711954092893819,-1.212204140297958,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Yes,0.7784159077877364,Two year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,18.584999999999997,327.1,16.6
69,19.75,1375.4,-0.4937152329675415,-0.5427919926661058,0.4199406194196611,1.0974437691635277,0.4208046188578869,-0.180628605160207,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,Yes,0.7780742672958227,Two year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,17.775,312.84,16.6
71,66.85,4748.7,2.025459076863734,-1.1111065001678475,-0.0223543281302419,1.0974437691635277,-0.0204115830639361,-1.146266777432073,-1.708251739750117,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,-1.212204140297958,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,No,0.7779554392954346,One year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,60.16499999999999,882.42,13.67
71,106.7,7382.25,-0.4937152329675415,-0.705167566238032,1.0108386433304213,-0.9112084173225576,1.0102614581847718,0.3021904809757259,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,False,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,No,0.7689314885557358,Two year,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,256.08000000000004,1690.13,5.6
49,84.5,3906.7,-0.4937152329675415,-0.9081370332029396,1.3081143857854571,1.0974437691635277,1.306812153000706,1.7506477393835247,0.5853938132949187,2.276936902114503,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False,Yes,0.7521575654188964,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,202.8,780.78,2.85
64,111.6,7099.0,-0.4937152329675415,-0.339822525701198,0.21836960749935,1.0974437691635277,0.2197252332811758,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,Yes,0.7503387043200778,Two year,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,267.84000000000003,1767.74,5.6
47,99.35,4749.15,-0.4937152329675415,-0.4210103124871611,0.7260286890513171,1.0974437691635277,0.7261461478185457,-0.180628605160207,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,-1.212204140297958,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,Yes,0.7488228921714386,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,238.44,917.99,2.85
72,112.25,8041.65,-0.4937152329675415,1.1215576364461382,1.17484714690504,-0.9112084173225576,1.173869949375846,0.7850095671116588,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True,No,0.7415287181033838,Two year,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,269.40000000000003,1778.04,5.6
22,20.15,419.9,2.025459076863734,-1.2734820737397738,-1.1505256872841003,-0.9112084173225576,-1.1458313622412335,-1.146266777432073,-1.708251739750117,-0.4391865225036929,0.5262537460021993,-0.883212887936492,-0.8263866847785358,-0.711954092893819,-1.212204140297958,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Yes,0.7353262604927516,One year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,18.134999999999998,241.8,12.33
16,64.25,1024.0,2.025459076863734,-1.2734820737397738,-0.6398240318804347,-0.9112084173225576,-0.6363752946089676,-1.146266777432073,-1.708251739750117,-0.4391865225036929,0.5262537460021993,-0.883212887936492,-0.8263866847785358,-0.711954092893819,0.8249435608710275,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,Yes,0.7349214447258564,Two year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,57.824999999999996,925.2,15.0
65,111.05,7107.0,-0.4937152329675415,-0.3804164190941795,0.3176966601490925,1.0974437691635277,0.3188100298880004,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,Yes,0.7302946697381782,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,266.52,1026.1,2.85
10,25.7,251.6,-0.4937152329675415,0.1473041950145807,0.7359577469294946,-0.9112084173225576,0.7360509889883109,-0.180628605160207,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False,Yes,0.7214539512310496,Two year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,23.129999999999995,333.07,13.4
2,95.5,181.65,2.025459076863734,-1.2734820737397738,-1.3405926464149145,-0.9112084173225576,-1.3354347531076112,-1.629085863568006,-1.708251739750117,-0.4391865225036929,0.5262537460021993,-0.883212887936492,-0.8263866847785358,-0.711954092893819,-1.212204140297958,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,No,0.7200633129369576,Month-to-month,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,229.20000000000002,641.76,1.8
71,96.35,6766.95,-0.4937152329675415,0.8779942760882488,0.8783855398949126,-0.9112084173225576,0.8781314043500966,0.3021904809757259,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,No,0.7178866082174543,Two year,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,231.24,1526.18,5.6
34,24.7,780.2,-0.4937152329675415,-0.8675431398099583,0.1434321404112128,1.0974437691635277,0.1449705366846495,-1.146266777432073,-1.708251739750117,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,-1.212204140297958,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,No,0.7174045039788884,Month-to-month,HIGH,1,Personal outreach with 15% discount and 1-year contract upgrade offer,Phone Call,15,44.459999999999994,228.23,4.13
59,19.3,1192.7,-0.4937152329675415,0.025522514835636,1.3303114019348057,1.0974437691635277,1.328955031217301,1.2678286532475918,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,False,True,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,No,0.7086763808552243,Two year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,17.37,305.71,16.6
38,95.0,3605.6,-0.4937152329675415,-0.7863553530239952,0.4884998893810877,-0.9112084173225576,0.4891966745810661,-0.6634476912961399,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,-0.711954092893819,0.8249435608710275,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,No,0.7073279539255178,One year,HIGH,1,Personal outreach from account manager with 20% discount and priority support upgrade,Phone Call,20,228.0,1254.0,4.5
46,19.95,927.1,-0.4937152329675415,-0.4616042058801426,1.180962344720553,1.0974437691635277,1.1799702323863297,1.2678286532475918,0.5853938132949187,-0.4391865225036929,0.5262537460021993,1.1322298549519194,-0.8263866847785358,1.404584944424416,0.8249435608710275,False,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,Yes,0.7073042408394201,Two year,HIGH,1,"Personal outreach with 15% discount, priority support, and service review",Phone Call,15,17.955,316.01,16.6
